title,year,metacritic_score,metacritic_rank,oscars_nom,oscars_win,min_oscar_nom_metacritic_score,min_oscar_nom_rank,oscar_win_metacritic_score,oscar_win_rank,tie_rank
The Paper Tigers,2021,67,250,0,0,49.0,437.0,72.0,171.0,12
The Party,2018,73,156,0,0,49.0,490.0,69.0,224.0,1
The Party's Just Beginning,2018,68,249,0,0,49.0,490.0,69.0,224.0,12
The Past,2013,85,18,0,0,75.0,95.0,96.0,1.0,1
The Patriot,2000,63,129,0,0,64.0,126.0,67.0,110.0,2
The Peanut Butter Falcon,2019,70,200,0,0,58.0,353.0,96.0,1.0,10
The Pearl Button,2015,80,76,0,0,76.0,119.0,93.0,6.0,11
The People vs. George Lucas,2011,55,329,0,0,46.0,409.0,89.0,5.0,11
The People's Joker,2024,78,88,0,0,70.0,192.0,91.0,10.0,7
The Perfect Candidate,2021,71,196,0,0,49.0,437.0,72.0,171.0,11
The Perfect Host,2011,48,398,0,0,46.0,409.0,89.0,5.0,7
The Perfection,2019,60,330,0,0,58.0,353.0,96.0,1.0,9
The Perks of Being a Wallflower,2012,67,173,0,0,63.0,234.0,86.0,12.0,10
The Personal History of David Copperfield,2020,77,91,0,0,72.0,170.0,88.0,12.0,2
The Phantom of the Open,2022,65,280,0,0,63.0,296.0,81.0,51.0,15
The Pianist,2002,85,10,1,0,72.0,82.0,81.0,26.0,1
The Piano Teacher,2002,79,34,0,0,72.0,82.0,81.0,26.0,3
The Pigeon Tunnel,2023,79,85,0,0,77.0,109.0,89.0,12.0,4
The Pink Cloud,2022,69,227,0,0,63.0,296.0,81.0,51.0,19
The Pinochet Case,2002,84,16,0,0,72.0,82.0,81.0,26.0,3
The Pirates! Band of Misfits,2012,73,92,0,0,63.0,234.0,86.0,12.0,5
The Pirogue,2013,74,117,0,0,75.0,95.0,96.0,1.0,16
The Plagiarists,2019,75,135,0,0,58.0,353.0,96.0,1.0,8
The Platform,2020,73,150,0,0,72.0,170.0,88.0,12.0,12
The Pledge,2001,71,85,0,0,66.0,123.0,72.0,79.0,3
The Polka King,2018,65,296,0,0,49.0,490.0,69.0,224.0,7
The Pool,2008,77,54,0,0,58.0,199.0,84.0,10.0,1
The Post,2017,83,49,1,0,75.0,146.0,87.0,19.0,3
The Power,2021,60,332,0,0,49.0,437.0,72.0,171.0,6
The Power of the Dog,2021,89,14,1,0,49.0,437.0,72.0,171.0,1
The Predator,2018,48,499,0,0,49.0,490.0,69.0,224.0,1
The President's Last Bang,2005,68,146,0,0,66.0,165.0,66.0,165.0,11
The Price of Everything,2018,76,113,0,0,49.0,490.0,69.0,224.0,4
The Princess,2022,69,214,0,0,63.0,296.0,81.0,51.0,6
The Princess and the Frog,2009,73,85,0,0,53.0,242.0,95.0,1.0,3
The Princess and the Warrior,2001,64,135,0,0,66.0,123.0,72.0,79.0,4
The Princess of Montpensier,2011,78,51,0,0,46.0,409.0,89.0,5.0,4
The Private Lives of Pippa Lee,2009,49,264,0,0,53.0,242.0,95.0,1.0,3
The Promised Land,2024,77,100,0,0,70.0,192.0,91.0,10.0,7
The Proposal,2019,80,66,0,0,58.0,353.0,96.0,1.0,1
The Proposition,2006,73,81,0,0,69.0,126.0,85.0,15.0,4
The Protégé,2021,48,442,0,0,49.0,437.0,72.0,171.0,2
The Providence Effect,2009,65,151,0,0,53.0,242.0,95.0,1.0,3
The Pruitt-Igoe Myth,2012,70,128,0,0,63.0,234.0,86.0,12.0,1
The Public Image Is Rotten,2018,66,285,0,0,49.0,490.0,69.0,224.0,13
The Puffy Chair,2006,73,87,0,0,69.0,126.0,85.0,15.0,10
The Punk Singer,2013,75,94,0,0,75.0,95.0,96.0,1.0,1
The Quake,2018,70,210,0,0,49.0,490.0,69.0,224.0,9
The Queen,2006,90,3,1,0,69.0,126.0,85.0,15.0,1
The Queen of Versailles,2012,80,41,0,0,63.0,234.0,86.0,12.0,3
The Quest of Alain Ducasse,2018,61,357,0,0,49.0,490.0,69.0,224.0,10
The Quiet American,2002,84,17,0,0,72.0,82.0,81.0,26.0,4
The Quiet Girl,2022,89,9,0,0,63.0,296.0,81.0,51.0,3
The Rabbi's Cat,2012,74,81,0,0,63.0,234.0,86.0,12.0,2
The Rachel Divide,2018,59,379,0,0,49.0,490.0,69.0,224.0,7
The Raft,2019,73,159,0,0,58.0,353.0,96.0,1.0,5
The Raid 2,2014,71,158,0,0,71.0,166.0,87.0,16.0,3
The Raid: Redemption,2012,73,90,0,0,63.0,234.0,86.0,12.0,3
The Reader,2008,58,199,1,0,58.0,199.0,84.0,10.0,4
The Real Charlie Chaplin,2021,66,262,0,0,49.0,437.0,72.0,171.0,6
The Real Dirt on Farmer John,2006,78,42,0,0,69.0,126.0,85.0,15.0,1
The Reason I Jump,2021,83,51,0,0,49.0,437.0,72.0,171.0,8
The Red Turtle,2017,86,21,0,0,75.0,146.0,87.0,19.0,2
The Remarkable Life of Ibelin,2024,78,89,0,0,70.0,192.0,91.0,10.0,8
The Report,2019,66,253,0,0,58.0,353.0,96.0,1.0,5
The Reports on Sarah and Saleem,2019,69,209,0,0,58.0,353.0,96.0,1.0,8
The Rescue,2021,84,43,0,0,49.0,437.0,72.0,171.0,5
The Retrieval,2014,75,105,0,0,71.0,166.0,87.0,16.0,3
The Return,2004,82,28,0,0,67.0,131.0,86.0,11.0,5
The Return of Tanya Tucker: Featuring Brandi Carlile,2022,74,137,0,0,63.0,296.0,81.0,51.0,2
The Revenant,2015,76,119,1,0,76.0,119.0,93.0,6.0,8
The Revolution Will Not Be Televised,2003,81,26,0,0,72.0,73.0,94.0,1.0,1
The Rider,2018,87,26,0,0,49.0,490.0,69.0,224.0,3
The Ritchie Boys,2006,76,55,0,0,69.0,126.0,85.0,15.0,3
The Ritual,2018,57,407,0,0,49.0,490.0,69.0,224.0,10
The Road,2009,64,162,0,0,53.0,242.0,95.0,1.0,6
The Road,2012,71,127,0,0,63.0,234.0,86.0,12.0,9
The Road Home,2001,71,86,0,0,66.0,123.0,72.0,79.0,4
The Road Movie,2018,66,281,0,0,49.0,490.0,69.0,224.0,9
The Road to Mandalay,2021,80,88,0,0,49.0,437.0,72.0,171.0,11
The Robber,2011,65,204,0,0,46.0,409.0,89.0,5.0,14
The Rocket,2014,72,143,0,0,71.0,166.0,87.0,16.0,5
The Rookie,2002,72,83,0,0,72.0,82.0,81.0,26.0,8
The Room Next Door,2024,70,186,0,0,70.0,192.0,91.0,10.0,2
The Royal Hotel,2023,77,105,0,0,77.0,109.0,89.0,12.0,4
The Royal Tenenbaums,2001,76,53,0,0,66.0,123.0,72.0,79.0,5
The Rum Diary,2011,56,318,0,0,46.0,409.0,89.0,5.0,8
The Saddest Music in the World,2004,78,47,0,0,67.0,131.0,86.0,11.0,5
The Sadness,2022,68,228,0,0,63.0,296.0,81.0,51.0,1
The Salesman,2017,85,29,0,0,75.0,146.0,87.0,19.0,1
The Salt of Life,2012,65,208,0,0,63.0,234.0,86.0,12.0,6
The Salt of Tears,2021,62,307,0,0,49.0,437.0,72.0,171.0,6
The Salt of the Earth,2015,83,34,0,0,76.0,119.0,93.0,6.0,3
The Same Storm,2022,69,220,0,0,63.0,296.0,81.0,51.0,12
The Savages,2007,85,13,0,0,81.0,29.0,92.0,5.0,2
The Scandal,2004,73,92,0,0,67.0,131.0,86.0,11.0,10
The Scary of Sixty-First,2021,48,447,0,0,49.0,437.0,72.0,171.0,7
The Science of Sleep,2006,70,120,0,0,69.0,126.0,85.0,15.0,9
The Score,2001,71,84,0,0,66.0,123.0,72.0,79.0,2
The Sea Beast,2022,74,139,0,0,63.0,296.0,81.0,51.0,4
The Sea Inside,2004,74,74,0,0,67.0,131.0,86.0,11.0,1
The Seagull,2018,58,396,0,0,49.0,490.0,69.0,224.0,13
The Second Mother,2015,82,45,0,0,76.0,119.0,93.0,6.0,2
The Secret Life of Bees,2008,57,215,0,0,58.0,199.0,84.0,10.0,10
The Secret Lives of Dentists,2003,76,50,0,0,72.0,73.0,94.0,1.0,6
The Secret World of Arrietty,2012,80,40,0,0,63.0,234.0,86.0,12.0,2
The Secret in Their Eyes,2010,80,35,0,0,74.0,75.0,88.0,8.0,2
The Secret of Kells,2010,81,30,0,0,74.0,75.0,88.0,8.0,3
The Secret of the Grain,2008,83,19,0,0,58.0,199.0,84.0,10.0,1
The Seed of the Sacred Fig,2024,84,27,0,0,70.0,192.0,91.0,10.0,2
The Selfish Giant,2013,83,27,0,0,75.0,95.0,96.0,1.0,5
The Sentence,2018,69,233,0,0,49.0,490.0,69.0,224.0,13
The September Issue,2009,69,118,0,0,53.0,242.0,95.0,1.0,4
The Sessions,2012,79,45,0,0,63.0,234.0,86.0,12.0,1
The Settlers,2017,75,139,0,0,75.0,146.0,87.0,19.0,5
The Settlers,2024,80,64,0,0,70.0,192.0,91.0,10.0,6
The Shadowless Tower,2024,78,86,0,0,70.0,192.0,91.0,10.0,5
The Shape of Water,2017,87,19,1,1,75.0,146.0,87.0,19.0,5
The Signal,2008,63,163,0,0,58.0,199.0,84.0,10.0,11
The Simpsons Movie,2007,80,35,0,0,81.0,29.0,92.0,5.0,1
The Sisterhood of the Traveling Pants 2,2008,63,155,0,0,58.0,199.0,84.0,10.0,3
The Sisters Brothers,2018,78,98,0,0,49.0,490.0,69.0,224.0,9
The Skeleton Twins,2014,74,119,0,0,71.0,166.0,87.0,16.0,1
The Skin I Live In,2011,70,132,0,0,46.0,409.0,89.0,5.0,6
The Sky Is Everywhere,2022,66,257,0,0,63.0,296.0,81.0,51.0,6
The Sleeping Beauty,2011,69,138,0,0,46.0,409.0,89.0,5.0,2
The Sleepy Time Gal,2002,76,50,0,0,72.0,82.0,81.0,26.0,2
The Snowtown Murders,2012,66,194,0,0,63.0,234.0,86.0,12.0,10
The Social Dilemma,2020,78,86,0,0,72.0,170.0,88.0,12.0,6
The Social Network,2010,95,1,1,0,74.0,75.0,88.0,8.0,1
The Soloist,2009,61,185,0,0,53.0,242.0,95.0,1.0,3
The Son,2003,86,12,0,0,72.0,73.0,94.0,1.0,2
The Son of Joseph,2017,75,144,0,0,75.0,146.0,87.0,19.0,10
The Son's Room,2002,73,67,0,0,72.0,82.0,81.0,26.0,4
The Song of Sparrows,2009,74,81,0,0,53.0,242.0,95.0,1.0,7
The Song of Sway Lake,2018,51,469,0,0,49.0,490.0,69.0,224.0,6
The Sons of Tennessee Williams,2011,52,347,0,0,46.0,409.0,89.0,5.0,1
The Sound of Silence,2019,66,252,0,0,58.0,353.0,96.0,1.0,4
The Souvenir,2019,92,7,0,0,58.0,353.0,96.0,1.0,3
The Souvenir: Part II,2021,90,13,0,0,49.0,437.0,72.0,171.0,4
The Sparks Brothers,2021,80,78,0,0,49.0,437.0,72.0,171.0,1
The Specialist,2000,75,52,0,0,64.0,126.0,67.0,110.0,8
The Spectacular Now,2013,82,35,0,0,75.0,95.0,96.0,1.0,6
The Spiderwick Chronicles,2008,62,165,0,0,58.0,199.0,84.0,10.0,1
The Spine of Night,2021,58,347,0,0,49.0,437.0,72.0,171.0,3
The SpongeBob Movie: Sponge on the Run,2021,65,274,0,0,49.0,437.0,72.0,171.0,8
The SpongeBob SquarePants Movie,2004,67,133,0,0,67.0,131.0,86.0,11.0,6
The Spy Behind Home Plate,2019,67,247,0,0,58.0,353.0,96.0,1.0,10
The Spy Who Dumped Me,2018,52,461,0,0,49.0,490.0,69.0,224.0,10
The Square,2010,75,69,0,0,74.0,75.0,88.0,8.0,8
The Square,2013,84,21,0,0,75.0,95.0,96.0,1.0,2
The Squid and the Whale,2005,82,22,0,0,66.0,165.0,66.0,165.0,7
The Standoff at Sparrow Creek,2019,62,304,0,0,58.0,353.0,96.0,1.0,3
The Starling Girl,2023,78,101,0,0,77.0,109.0,89.0,12.0,10
The Station Agent,2003,81,29,0,0,72.0,73.0,94.0,1.0,4
The Stone Roses: Made of Stone,2013,74,104,0,0,75.0,95.0,96.0,1.0,3
The Stoning of Soraya M.,2009,50,260,0,0,53.0,242.0,95.0,1.0,5
The Story of Film: A New Generation,2022,77,105,0,0,63.0,296.0,81.0,51.0,5
The Story of the Weeping Camel,2004,81,31,0,0,67.0,131.0,86.0,11.0,1
The Strange Case of Angelica,2010,75,66,0,0,74.0,75.0,88.0,8.0,5
The Strange Little Cat,2014,80,61,0,0,71.0,166.0,87.0,16.0,3
The Strange Ones,2018,57,409,0,0,49.0,490.0,69.0,224.0,12
The Stranger,2022,74,146,0,0,63.0,296.0,81.0,51.0,11
The Strangers: Prey at Night,2018,48,503,0,0,49.0,490.0,69.0,224.0,5
The Stroll,2023,76,112,0,0,77.0,109.0,89.0,12.0,3
The Student,2017,76,129,0,0,75.0,146.0,87.0,19.0,12
The Substance,2024,78,92,1,0,70.0,192.0,91.0,10.0,11
The Suicide Squad,2021,72,183,0,0,49.0,437.0,72.0,171.0,13
The Summit of the Gods,2021,78,99,0,0,49.0,437.0,72.0,171.0,4
The Sun,2009,85,14,0,0,53.0,242.0,95.0,1.0,2
The Super 8 Years,2022,82,43,0,0,63.0,296.0,81.0,51.0,6
The Surrogate,2020,73,139,0,0,72.0,170.0,88.0,12.0,1
The Survivalist,2017,80,80,0,0,75.0,146.0,87.0,19.0,10
The Survivor,2022,71,195,0,0,63.0,296.0,81.0,51.0,10
The Swan,2018,58,389,0,0,49.0,490.0,69.0,224.0,6
The Swell Season,2011,65,206,0,0,46.0,409.0,89.0,5.0,16
The Swenkas,2005,67,156,0,0,66.0,165.0,66.0,165.0,10
The Swimmers,2022,62,305,0,0,63.0,296.0,81.0,51.0,7
The Syrian Bride,2005,70,123,0,0,66.0,165.0,66.0,165.0,8
The Tailor of Panama,2001,66,122,0,0,66.0,123.0,72.0,79.0,5
The Take,2004,66,137,0,0,67.0,131.0,86.0,11.0,1
The Take,2008,67,119,0,0,58.0,199.0,84.0,10.0,6
The Taking of Pelham 1 2 3,2009,55,228,0,0,53.0,242.0,95.0,1.0,7
The Tale,2018,90,12,0,0,49.0,490.0,69.0,224.0,2
The Tale of King Crab,2022,73,154,0,0,63.0,296.0,81.0,51.0,2
The Tale of The Princess Kaguya,2014,89,10,0,0,71.0,166.0,87.0,16.0,4
The Talent Given Us,2005,72,99,0,0,66.0,165.0,66.0,165.0,11
The Tao of Steve,2000,70,88,0,0,64.0,126.0,67.0,110.0,1
The Taste of Others,2001,78,39,0,0,66.0,123.0,72.0,79.0,3
The Taste of Things,2023,82,54,0,0,77.0,109.0,89.0,12.0,8
The Teacher,2017,77,108,0,0,75.0,146.0,87.0,19.0,4
The Teachers' Lounge,2023,84,38,0,0,77.0,109.0,89.0,12.0,7
The Tender Bar,2021,53,403,0,0,49.0,437.0,72.0,171.0,8
The Territory,2022,83,30,0,0,63.0,296.0,81.0,51.0,3
The Theory of Everything,2014,71,166,1,0,71.0,166.0,87.0,16.0,11
The Thing,2011,49,385,0,0,46.0,409.0,89.0,5.0,8
The Third Murder,2018,68,245,0,0,49.0,490.0,69.0,224.0,8
The Third Wife,2019,71,184,0,0,58.0,353.0,96.0,1.0,11
The Three Burials of Melquiades Estrada,2005,77,56,0,0,66.0,165.0,66.0,165.0,2
The Three Musketeers - Part 2: Milady,2024,74,140,0,0,70.0,192.0,91.0,10.0,5
The Three Musketeers - Part I: D'Artagnan,2023,79,89,0,0,77.0,109.0,89.0,12.0,8
The Tic Code,2000,64,122,0,0,64.0,126.0,67.0,110.0,2
The Tillman Story,2010,86,10,0,0,74.0,75.0,88.0,8.0,1
The Time That Remains,2011,74,84,0,0,46.0,409.0,89.0,5.0,5
The Topp Twins: Untouchable Girls,2011,62,242,0,0,46.0,409.0,89.0,5.0,4
The Town,2010,74,78,0,0,74.0,75.0,88.0,8.0,8
The Town Is Quiet,2001,65,130,0,0,66.0,123.0,72.0,79.0,5
The Tracker,2004,71,100,0,0,67.0,131.0,86.0,11.0,3
The Tragedy of Macbeth,2021,87,23,0,0,49.0,437.0,72.0,171.0,6
The Treasure,2016,85,24,0,0,69.0,220.0,99.0,1.0,1
The Tree,2011,58,296,0,0,46.0,409.0,89.0,5.0,10
The Tree of Life,2011,85,20,1,0,46.0,409.0,89.0,5.0,6
The Trial of the Chicago 7,2020,76,104,1,0,72.0,170.0,88.0,12.0,3
The Trials of Henry Kissinger,2002,72,79,0,0,72.0,82.0,81.0,26.0,4
The Trials of Muhammad Ali,2013,74,110,0,0,75.0,95.0,96.0,1.0,9
The Tribe,2015,78,92,0,0,76.0,119.0,93.0,6.0,4
The Trip,2011,82,27,0,0,46.0,409.0,89.0,5.0,1
The Trip to Italy,2014,75,106,0,0,71.0,166.0,87.0,16.0,4
The Triplets of Belleville,2003,91,4,0,0,72.0,73.0,94.0,1.0,2
The Truffle Hunters,2021,84,39,0,0,49.0,437.0,72.0,171.0,1
The Truth,2020,76,112,0,0,72.0,170.0,88.0,12.0,11
The Tunnel,2005,72,92,0,0,66.0,165.0,66.0,165.0,4
The Turandot Project,2001,65,128,0,0,66.0,123.0,72.0,79.0,3
The Turin Horse,2012,80,39,0,0,63.0,234.0,86.0,12.0,1
The Twentieth Century,2020,77,99,0,0,72.0,170.0,88.0,12.0,10
The Twilight Saga: Breaking Dawn - Part 1,2011,45,417,0,0,46.0,409.0,89.0,5.0,4
The Twilight Samurai,2004,82,29,0,0,67.0,131.0,86.0,11.0,6
The Two Popes,2019,75,132,0,0,58.0,353.0,96.0,1.0,5
The Unbearable Weight of Massive Talent,2022,68,239,0,0,63.0,296.0,81.0,51.0,12
The Unforeseen,2008,76,58,0,0,58.0,199.0,84.0,10.0,4
The United States vs. Billie Holiday,2021,52,416,0,0,49.0,437.0,72.0,171.0,8
The Universe of Keith Haring,2008,61,185,0,0,58.0,199.0,84.0,10.0,11
The Unknown Country,2023,82,52,0,0,77.0,109.0,89.0,12.0,6
The Untold Story of Emmett Louis Till,2005,80,36,0,0,66.0,165.0,66.0,165.0,5
The Valet,2022,62,304,0,0,63.0,296.0,81.0,51.0,6
The Vanishing,2019,64,273,0,0,58.0,353.0,96.0,1.0,2
The Vast of Night,2020,84,32,0,0,72.0,170.0,88.0,12.0,5
The Velvet Queen,2021,78,101,0,0,49.0,437.0,72.0,171.0,6
The Velvet Underground,2021,87,18,0,0,49.0,437.0,72.0,171.0,1
The Vertical Ray of the Sun,2001,72,80,0,0,66.0,123.0,72.0,79.0,5
The Vigil,2021,69,217,0,0,49.0,437.0,72.0,171.0,5
The Violent Heart,2021,50,432,0,0,49.0,437.0,72.0,171.0,5
The Virgin Suicides,2000,77,35,0,0,64.0,126.0,67.0,110.0,2
The Visitor,2008,79,45,0,0,58.0,199.0,84.0,10.0,7
The Voyeurs,2021,54,385,0,0,49.0,437.0,72.0,171.0,6
The Wackness,2008,61,178,0,0,58.0,199.0,84.0,10.0,4
The Wages of Fear (1953),2011,85,19,0,0,46.0,409.0,89.0,5.0,5
The Wailing,2016,81,55,0,0,69.0,220.0,99.0,1.0,9
The Waiting Room,2012,84,20,0,0,63.0,234.0,86.0,12.0,4
The Waldheim Waltz,2018,82,56,0,0,49.0,490.0,69.0,224.0,4
The Wanting Mare,2021,67,249,0,0,49.0,437.0,72.0,171.0,11
The War Tapes,2006,77,50,0,0,69.0,126.0,85.0,15.0,6
The Water Man,2021,68,230,0,0,49.0,437.0,72.0,171.0,8
The Wave,2016,68,236,0,0,69.0,220.0,99.0,1.0,7
The Way,2011,64,211,0,0,46.0,409.0,89.0,5.0,1
The Way Back,2011,66,189,0,0,46.0,409.0,89.0,5.0,14
The Way He Looks,2014,71,164,0,0,71.0,166.0,87.0,16.0,9
The Way We Get By,2009,67,139,0,0,53.0,242.0,95.0,1.0,7
The Weather Underground,2003,77,42,0,0,72.0,73.0,94.0,1.0,2
The Wedding Song,2009,65,149,0,0,53.0,242.0,95.0,1.0,1
The Well Digger's Daughter,2012,67,165,0,0,63.0,234.0,86.0,12.0,2
The Whale,2011,64,217,0,0,46.0,409.0,89.0,5.0,7
The Wheel,2022,65,273,0,0,63.0,296.0,81.0,51.0,8
The Whistleblower,2011,59,284,0,0,46.0,409.0,89.0,5.0,11
The Whistlers,2020,76,105,0,0,72.0,170.0,88.0,12.0,4
The White Crow,2019,61,316,0,0,58.0,353.0,96.0,1.0,8
The White Diamond,2005,83,15,0,0,66.0,165.0,66.0,165.0,2
The White Fortress,2022,79,71,0,0,63.0,296.0,81.0,51.0,1
The White Ribbon,2009,84,19,0,0,53.0,242.0,95.0,1.0,3
The White Tiger,2021,76,117,0,0,49.0,437.0,72.0,171.0,4
The Widow of Saint-Pierre,2001,73,74,0,0,66.0,123.0,72.0,79.0,7
The Wife,2018,77,109,0,0,49.0,490.0,69.0,224.0,8
The Wild Goose Lake,2020,76,108,0,0,72.0,170.0,88.0,12.0,7
The Wild Parrots of Telegraph Hill,2005,80,37,0,0,66.0,165.0,66.0,165.0,6
The Wild Pear Tree,2019,86,22,0,0,58.0,353.0,96.0,1.0,5
The Wild Robot,2024,85,24,0,0,70.0,192.0,91.0,10.0,3
The Wind,2019,66,249,0,0,58.0,353.0,96.0,1.0,1
The Wind Rises,2013,83,23,0,0,75.0,95.0,96.0,1.0,1
The Wind That Shakes the Barley,2007,82,25,0,0,81.0,29.0,92.0,5.0,1
The Wind Will Carry Us,2000,87,6,0,0,64.0,126.0,67.0,110.0,1
The Witch,2016,84,31,0,0,69.0,220.0,99.0,1.0,3
The Witness,2016,79,72,0,0,69.0,220.0,99.0,1.0,7
The Witnesses,2008,75,61,0,0,58.0,199.0,84.0,10.0,3
The Wolf House,2020,86,19,0,0,72.0,170.0,88.0,12.0,1
The Wolf of Wall Street,2013,75,95,1,0,75.0,95.0,96.0,1.0,2
The Woman,2011,58,294,0,0,46.0,409.0,89.0,5.0,8
The Woman King,2022,76,117,0,0,63.0,296.0,81.0,51.0,5
The Woman Who Left,2017,83,52,0,0,75.0,146.0,87.0,19.0,6
The Woman Who Ran,2021,81,66,0,0,49.0,437.0,72.0,171.0,1
The Woman on the 6th Floor,2011,52,348,0,0,46.0,409.0,89.0,5.0,2
The Woman with the 5 Elephants,2011,66,181,0,0,46.0,409.0,89.0,5.0,6
The Women's Balcony,2017,74,157,0,0,75.0,146.0,87.0,19.0,3
The Wonder,2022,71,192,0,0,63.0,296.0,81.0,51.0,7
The Wonderful Story of Henry Sugar,2023,85,31,0,0,77.0,109.0,89.0,12.0,3
The Wonders,2015,76,117,0,0,76.0,119.0,93.0,6.0,6
The Woodmans,2011,74,80,0,0,46.0,409.0,89.0,5.0,1
The Woodsman,2004,72,97,0,0,67.0,131.0,86.0,11.0,4
The Work,2017,84,39,0,0,75.0,146.0,87.0,19.0,1
The Workers Cup,2018,67,271,0,0,49.0,490.0,69.0,224.0,18
The Workshop,2018,74,147,0,0,49.0,490.0,69.0,224.0,8
The World,2005,81,31,0,0,66.0,165.0,66.0,165.0,5
The World Is Yours,2018,73,161,0,0,49.0,490.0,69.0,224.0,6
The World to Come,2021,73,160,0,0,49.0,437.0,72.0,171.0,5
The World's End,2013,81,45,0,0,75.0,95.0,96.0,1.0,8
The World's Fastest Indian,2005,68,137,0,0,66.0,165.0,66.0,165.0,2
The Worst Person in the World,2022,90,6,0,0,63.0,296.0,81.0,51.0,1
The Wound,2017,80,72,0,0,75.0,146.0,87.0,19.0,2
The Wrestler,2008,80,35,0,0,58.0,199.0,84.0,10.0,3
The Year My Parents Went on Vacation,2008,67,123,0,0,58.0,199.0,84.0,10.0,10
The Year of Spectacular Men,2018,61,348,0,0,49.0,490.0,69.0,224.0,1
The Year of the Everlasting Storm,2021,72,185,0,0,49.0,437.0,72.0,171.0,15
The Yellow Birds,2018,56,419,0,0,49.0,490.0,69.0,224.0,10
The Yellow Sea,2011,70,127,0,0,46.0,409.0,89.0,5.0,1
The Yes Men,2004,68,119,0,0,67.0,131.0,86.0,11.0,1
The Yes Men Fix the World,2009,71,104,0,0,53.0,242.0,95.0,1.0,7
The Young Karl Marx,2018,62,328,0,0,49.0,490.0,69.0,224.0,1
The Young Victoria,2009,64,161,0,0,53.0,242.0,95.0,1.0,5
The Zen of Bennett,2012,71,122,0,0,63.0,234.0,86.0,12.0,4
The Zone of Interest,2023,91,6,1,0,77.0,109.0,89.0,12.0,1
Theater of War,2008,68,111,0,0,58.0,199.0,84.0,10.0,9
Theeb,2015,80,68,0,0,76.0,119.0,93.0,6.0,3
Theeviravaathi: The Terrorist,2000,68,107,0,0,64.0,126.0,67.0,110.0,3
Their Finest,2017,76,125,0,0,75.0,146.0,87.0,19.0,8
Thelma,2017,74,163,0,0,75.0,146.0,87.0,19.0,9
Thelma,2024,77,102,0,0,70.0,192.0,91.0,10.0,9
Theo Who Lived,2016,71,192,0,0,69.0,220.0,99.0,1.0,9
There Is No Evil,2021,82,56,0,0,49.0,437.0,72.0,171.0,4
There Will Be Blood,2007,93,3,1,0,81.0,29.0,92.0,5.0,1
These Birds Walk,2013,82,30,0,0,75.0,95.0,96.0,1.0,1
They Call It Myanmar: Lifting the Curtain,2012,68,156,0,0,63.0,234.0,86.0,12.0,6
They Remain,2018,49,496,0,0,49.0,490.0,69.0,224.0,13
They Shall Not Grow Old,2018,91,9,0,0,49.0,490.0,69.0,224.0,5
They'll Love Me When I'm Dead,2018,77,103,0,0,49.0,490.0,69.0,224.0,2
Things Heard & Seen,2021,49,433,0,0,49.0,437.0,72.0,171.0,1
Things You Can Tell Just by Looking at Her,2000,76,43,0,0,64.0,126.0,67.0,110.0,3
Things to Come,2016,88,14,0,0,69.0,220.0,99.0,1.0,1
Thirst,2009,73,91,0,0,53.0,242.0,95.0,1.0,9
Thirteen,2000,78,30,0,0,64.0,126.0,67.0,110.0,2
Thirteen Conversations About One Thing,2002,74,62,0,0,72.0,82.0,81.0,26.0,2
Thirteen Days,2000,67,111,0,0,64.0,126.0,67.0,110.0,2
Thirteen Lives,2022,66,263,0,0,63.0,296.0,81.0,51.0,12
This Ain't California,2013,76,83,0,0,75.0,95.0,96.0,1.0,8
This Changes Everything,2019,63,301,0,0,58.0,353.0,96.0,1.0,15
This Divided State,2005,69,132,0,0,66.0,165.0,66.0,165.0,5
This Film Is Not Yet Rated,2006,75,63,0,0,69.0,126.0,85.0,15.0,6
This Is Congo,2018,75,125,0,0,49.0,490.0,69.0,224.0,5
This Is England,2007,86,11,0,0,81.0,29.0,92.0,5.0,2
This Is It,2009,67,138,0,0,53.0,242.0,95.0,1.0,6
This Is Not Berlin,2019,69,204,0,0,58.0,353.0,96.0,1.0,3
"This Is Not a Burial, It's a Resurrection",2021,91,9,0,0,49.0,437.0,72.0,171.0,3
This Is Not a Film,2012,90,5,0,0,63.0,234.0,86.0,12.0,2
This Is Not a Movie,2020,73,144,0,0,72.0,170.0,88.0,12.0,6
This Is Our Land,2018,61,349,0,0,49.0,490.0,69.0,224.0,2
This Much I Know to Be True,2022,81,50,0,0,63.0,296.0,81.0,51.0,1
This One's for the Ladies,2019,61,311,0,0,58.0,353.0,96.0,1.0,3
This So-Called Disaster: Sam Shepard Directs the Late Henry Moss,2004,76,55,0,0,67.0,131.0,86.0,11.0,2
Thor,2011,57,299,0,0,46.0,409.0,89.0,5.0,2
Thor: Ragnarok,2017,74,167,0,0,75.0,146.0,87.0,19.0,13
Thoroughbreds,2018,75,137,0,0,49.0,490.0,69.0,224.0,17
Those Who Wish Me Dead,2021,59,342,0,0,49.0,437.0,72.0,171.0,7
Three,2016,71,191,0,0,69.0,220.0,99.0,1.0,8
"Three Billboards Outside Ebbing, Missouri",2017,88,12,1,0,75.0,146.0,87.0,19.0,2
Three Identical Strangers,2018,81,63,0,0,49.0,490.0,69.0,224.0,3
Three Minutes: A Lengthening,2022,88,10,0,0,63.0,296.0,81.0,51.0,1
Three Monkeys,2009,73,90,0,0,53.0,242.0,95.0,1.0,8
Three Times,2006,82,28,0,0,69.0,126.0,85.0,15.0,2
